Description	Iteration	Algorithm	Metric	Value
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	AUROC	0.62995367987648
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Accuracy	0.708333333333333
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	BalancedAccuracy	0.585692228512609
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Brier	0.212146739583333
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	F1	0.810810810810811
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FDR	0.259259259259259
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FNR	0.104477611940299
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FPR	0.724137931034483
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	MCC	0.216730330987323
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	MMCE	0.291666666666667
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	NPV	0.533333333333333
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	PPV	0.740740740740741
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Precision	0.740740740740741
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Recall	0.895522388059702
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	TNR	0.275862068965517
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	TPR	0.895522388059702
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	AUROC	0.652084405558415
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Accuracy	0.666666666666667
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	BalancedAccuracy	0.565620174987133
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Brier	0.220569385416667
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	F1	0.774647887323944
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FDR	0.266666666666667
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FNR	0.17910447761194
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FPR	0.689655172413793
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	MCC	0.14576843833588
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	MMCE	0.333333333333333
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	NPV	0.428571428571429
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	PPV	0.733333333333333
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Precision	0.733333333333333
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Recall	0.82089552238806
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	TNR	0.310344827586207
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	TPR	0.82089552238806
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	AUROC	0.687081832218219
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Accuracy	0.729166666666667
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	BalancedAccuracy	0.571281523417396
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Brier	0.191523083333333
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	F1	0.833333333333333
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FDR	0.269662921348315
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FNR	0.0298507462686567
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FPR	0.827586206896552
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MCC	0.251767313314001
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MMCE	0.270833333333333
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	NPV	0.714285714285714
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	PPV	0.730337078651685
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Precision	0.730337078651685
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Recall	0.970149253731343
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	TNR	0.172413793103448
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	TPR	0.970149253731343
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	AUROC	0.640504374678332
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Accuracy	0.65625
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	BalancedAccuracy	0.558157488419969
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Brier	0.226170010416667
breast.cancer	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	F1	0.765957446808511
