Description	Iteration	Fold	Algorithm	Metric	Value
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Accuracy	0.911111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	AUROC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	BalancedAccuracy	0.925581906016689
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Brier	0.0348698777777778
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	F1	0.873864147548358
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FDR	0.132575757575758
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FNR	0.0888888888888889
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FPR	0.0599472990777339
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	MCC	0.822755423233608
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	MMCE	0.0888888888888889
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	NPV	0.929824561403509
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	PPV	0.867424242424242
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Precision	0.867424242424242
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Recall	0.911111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	TNR	0.940052700922266
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	TPR	0.911111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Accuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	AUROC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	BalancedAccuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Brier	2.22222222222222e-8
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	F1	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FDR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FNR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FPR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	MCC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	MMCE	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	NPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	PPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Precision	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Recall	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	TNR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	TPR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Accuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	AUROC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	BalancedAccuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Brier	0.0147188666666667
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	F1	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FDR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FNR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FPR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MCC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MMCE	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	NPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	PPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Precision	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Recall	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	TNR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	TPR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Accuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	AUROC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	BalancedAccuracy	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Brier	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	F1	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FDR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FNR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FPR	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	MCC	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	MMCE	0.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	NPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	PPV	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Precision	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Recall	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	TNR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	TPR	1.0
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Accuracy	0.688888888888889
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	AUROC	0.992508417508417
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	BalancedAccuracy	0.534920634920635
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Brier	0.211895022222222
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	F1	NA
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	FDR	NA
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	FNR	0.619047619047619
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	FPR	0.311111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	MCC	NA
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	MMCE	0.311111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	NPV	0.842145593869732
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	PPV	NA
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Precision	NA
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Recall	0.380952380952381
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	TNR	0.688888888888889
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	TPR	0.380952380952381
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	Accuracy	0.911111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	AUROC	0.92442980529937
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	BalancedAccuracy	0.925911286780852
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	Brier	0.08125
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	F1	0.870014245014245
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	FDR	0.140740740740741
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	FNR	0.0888888888888889
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	FPR	0.0592885375494071
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	MCC	0.818796582425169
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	MMCE	0.0888888888888889
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	NPV	0.929824561403509
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	PPV	0.859259259259259
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	Precision	0.859259259259259
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	Recall	0.911111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	TNR	0.940711462450593
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/J48/default	TPR	0.911111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	Accuracy	0.955555555555556
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	AUROC	0.936111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	BalancedAccuracy	0.936111111111111
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	Brier	0.0444444444444444
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	F1	0.931547619047619
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	FDR	0.0392156862745098
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	FNR	0.0833333333333333
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	FPR	0.0444444444444444
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	MCC	0.901210276594685
StrongSignal_Both	1	1	AlgorithmScripts/Classification/arff/weka/JRip/default	MMCE	0.0444444444444444
