Description	Iteration	Algorithm	Metric	Value
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	Accuracy	0.666666666666667
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	AUROC	0.368888888888889
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	BalancedAccuracy	0.5
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	Brier	0.209985162422621
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	F1	NA
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	FDR	NA
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	FNR	0.666666666666667
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	FPR	0.333333333333333
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	MCC	NA
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	MMCE	0.333333333333333
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	NPV	NA
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	PPV	NA
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	Precision	NA
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	Recall	0.333333333333333
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	TNR	0.666666666666667
NoSignalMultipleDataFiles	1	AlgorithmScripts/Classification/tsv/mlr/svm/default	TPR	0.333333333333333
