Description	Iteration	Algorithm	Metric	Value
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Accuracy	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	AUROC	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	BalancedAccuracy	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Brier	0.00546613333333333
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	F1	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FDR	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FNR	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FPR	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	MCC	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	MMCE	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	NPV	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	PPV	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Precision	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Recall	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	TNR	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	TPR	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Accuracy	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	AUROC	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	BalancedAccuracy	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Brier	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	F1	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FDR	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FNR	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FPR	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	MCC	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	MMCE	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	NPV	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	PPV	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Precision	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Recall	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	TNR	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	TPR	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Accuracy	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	AUROC	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	BalancedAccuracy	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Brier	0.00899966666666667
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	F1	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FDR	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FNR	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FPR	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MCC	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MMCE	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	NPV	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	PPV	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Precision	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Recall	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	TNR	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	TPR	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Accuracy	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	AUROC	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	BalancedAccuracy	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Brier	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	F1	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FDR	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FNR	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FPR	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	MCC	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	MMCE	0.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	NPV	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	PPV	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Precision	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Recall	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	TNR	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	TPR	1.0
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Accuracy	0.666666666666667
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	AUROC	0.973333333333333
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	BalancedAccuracy	0.5
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Brier	0.211993316666667
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	F1	NA
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	FDR	NA
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	FNR	0.666666666666667
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	FPR	0.333333333333333
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	MCC	NA
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	MMCE	0.333333333333333
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	NPV	NA
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	PPV	NA
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Precision	NA
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Recall	0.333333333333333
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	TNR	0.666666666666667
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	TPR	0.333333333333333
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	Accuracy	0.933333333333333
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	AUROC	0.944444444444444
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	BalancedAccuracy	0.944444444444444
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	Brier	0.0666666666666667
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	F1	0.907407407407407
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	FDR	0.0952380952380952
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	FNR	0.0666666666666667
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	FPR	0.0444444444444444
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	MCC	0.867764124465723
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	MMCE	0.0666666666666667
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	NPV	0.944444444444444
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	PPV	0.904761904761905
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	Precision	0.904761904761905
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	Recall	0.933333333333333
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	TNR	0.955555555555556
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	TPR	0.933333333333333
StrongSignal_Both	1	AlgorithmScripts/Classification/arff/weka/JRip/default	Accuracy	1.0
