Description	Iteration	Fold	Algorithm	Metric	Value
StrongSignal_Both	1	1	Ensemble_Select_Best	Accuracy	0.911111111111111
StrongSignal_Both	1	1	Ensemble_Select_Best	AUROC	0.977777777777778
StrongSignal_Both	1	1	Ensemble_Select_Best	BalancedAccuracy	0.926240667545015
StrongSignal_Both	1	1	Ensemble_Select_Best	Brier	0.059903421004187
StrongSignal_Both	1	1	Ensemble_Select_Best	F1	0.870286576168929
StrongSignal_Both	1	1	Ensemble_Select_Best	FDR	0.137037037037037
StrongSignal_Both	1	1	Ensemble_Select_Best	FNR	0.0888888888888889
StrongSignal_Both	1	1	Ensemble_Select_Best	FPR	0.0586297760210804
StrongSignal_Both	1	1	Ensemble_Select_Best	MCC	0.820735926933951
StrongSignal_Both	1	1	Ensemble_Select_Best	MMCE	0.0888888888888889
StrongSignal_Both	1	1	Ensemble_Select_Best	NPV	0.929824561403509
StrongSignal_Both	1	1	Ensemble_Select_Best	PPV	0.862962962962963
StrongSignal_Both	1	1	Ensemble_Select_Best	Precision	0.862962962962963
StrongSignal_Both	1	1	Ensemble_Select_Best	Recall	0.911111111111111
StrongSignal_Both	1	1	Ensemble_Select_Best	TNR	0.94137022397892
StrongSignal_Both	1	1	Ensemble_Select_Best	TPR	0.911111111111111
StrongSignal_Both	1	2	Ensemble_Select_Best	Accuracy	1.0
StrongSignal_Both	1	2	Ensemble_Select_Best	AUROC	1.0
StrongSignal_Both	1	2	Ensemble_Select_Best	BalancedAccuracy	1.0
StrongSignal_Both	1	2	Ensemble_Select_Best	Brier	0.00872773017255633
StrongSignal_Both	1	2	Ensemble_Select_Best	F1	1.0
StrongSignal_Both	1	2	Ensemble_Select_Best	FDR	0.0
StrongSignal_Both	1	2	Ensemble_Select_Best	FNR	0.0
StrongSignal_Both	1	2	Ensemble_Select_Best	FPR	0.0
StrongSignal_Both	1	2	Ensemble_Select_Best	MCC	1.0
StrongSignal_Both	1	2	Ensemble_Select_Best	MMCE	0.0
StrongSignal_Both	1	2	Ensemble_Select_Best	NPV	1.0
StrongSignal_Both	1	2	Ensemble_Select_Best	PPV	1.0
StrongSignal_Both	1	2	Ensemble_Select_Best	Precision	1.0
StrongSignal_Both	1	2	Ensemble_Select_Best	Recall	1.0
StrongSignal_Both	1	2	Ensemble_Select_Best	TNR	1.0
StrongSignal_Both	1	2	Ensemble_Select_Best	TPR	1.0
StrongSignal_Both	2	1	Ensemble_Select_Best	Accuracy	1.0
StrongSignal_Both	2	1	Ensemble_Select_Best	AUROC	1.0
StrongSignal_Both	2	1	Ensemble_Select_Best	BalancedAccuracy	1.0
StrongSignal_Both	2	1	Ensemble_Select_Best	Brier	2.22222215937349e-20
StrongSignal_Both	2	1	Ensemble_Select_Best	F1	1.0
StrongSignal_Both	2	1	Ensemble_Select_Best	FDR	0.0
StrongSignal_Both	2	1	Ensemble_Select_Best	FNR	0.0
StrongSignal_Both	2	1	Ensemble_Select_Best	FPR	0.0
StrongSignal_Both	2	1	Ensemble_Select_Best	MCC	1.0
StrongSignal_Both	2	1	Ensemble_Select_Best	MMCE	0.0
StrongSignal_Both	2	1	Ensemble_Select_Best	NPV	1.0
StrongSignal_Both	2	1	Ensemble_Select_Best	PPV	1.0
StrongSignal_Both	2	1	Ensemble_Select_Best	Precision	1.0
StrongSignal_Both	2	1	Ensemble_Select_Best	Recall	1.0
StrongSignal_Both	2	1	Ensemble_Select_Best	TNR	1.0
StrongSignal_Both	2	1	Ensemble_Select_Best	TPR	1.0
StrongSignal_Both	2	2	Ensemble_Select_Best	Accuracy	1.0
StrongSignal_Both	2	2	Ensemble_Select_Best	AUROC	1.0
StrongSignal_Both	2	2	Ensemble_Select_Best	BalancedAccuracy	1.0
StrongSignal_Both	2	2	Ensemble_Select_Best	Brier	0.0111105136617653
StrongSignal_Both	2	2	Ensemble_Select_Best	F1	1.0
StrongSignal_Both	2	2	Ensemble_Select_Best	FDR	0.0
StrongSignal_Both	2	2	Ensemble_Select_Best	FNR	0.0
StrongSignal_Both	2	2	Ensemble_Select_Best	FPR	0.0
StrongSignal_Both	2	2	Ensemble_Select_Best	MCC	1.0
StrongSignal_Both	2	2	Ensemble_Select_Best	MMCE	0.0
StrongSignal_Both	2	2	Ensemble_Select_Best	NPV	1.0
StrongSignal_Both	2	2	Ensemble_Select_Best	PPV	1.0
StrongSignal_Both	2	2	Ensemble_Select_Best	Precision	1.0
StrongSignal_Both	2	2	Ensemble_Select_Best	Recall	1.0
StrongSignal_Both	2	2	Ensemble_Select_Best	TNR	1.0
StrongSignal_Both	2	2	Ensemble_Select_Best	TPR	1.0
