Description	Iteration	Algorithm	Metric	Value
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Accuracy	0.7
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	AUROC	0.553333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	BalancedAccuracy	0.561111111111111
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Brier	0.209167033333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	F1	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FDR	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FNR	0.6
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FPR	0.277777777777778
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	MCC	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	MMCE	0.3
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	NPV	0.838235294117647
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	PPV	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Precision	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Recall	0.4
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	TNR	0.722222222222222
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	TPR	0.4
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Accuracy	0.566666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	AUROC	0.455555555555556
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	BalancedAccuracy	0.444444444444444
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Brier	0.338490716666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	F1	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FDR	0.79047619047619
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FNR	0.733333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FPR	0.377777777777778
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	MCC	-0.139112597536388
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	MMCE	0.433333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	NPV	0.601169590643275
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	PPV	0.20952380952381
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Precision	0.20952380952381
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Recall	0.266666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	TNR	0.622222222222222
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	TPR	0.266666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Accuracy	0.6
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	AUROC	0.491111111111111
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	BalancedAccuracy	0.488888888888889
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Brier	0.2357036
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	F1	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FDR	0.757936507936508
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FNR	0.7
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FPR	0.322222222222222
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MCC	-0.0366324500917379
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MMCE	0.4
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	NPV	0.684716599190283
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	PPV	0.242063492063492
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Precision	0.242063492063492
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Recall	0.3
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	TNR	0.677777777777778
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	TPR	0.3
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Accuracy	0.666666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	AUROC	0.685555555555556
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	BalancedAccuracy	0.5
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Brier	0.3249055
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	F1	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FDR	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FNR	0.666666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FPR	0.333333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	MCC	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	MMCE	0.333333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	NPV	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	PPV	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Precision	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Recall	0.333333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	TNR	0.666666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	TPR	0.333333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Accuracy	0.666666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	AUROC	0.401666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	BalancedAccuracy	0.5
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Brier	0.22111095
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	F1	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	FDR	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	FNR	0.666666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	FPR	0.333333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	MCC	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	MMCE	0.333333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	NPV	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	PPV	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Precision	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Recall	0.333333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	TNR	0.666666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	TPR	0.333333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	Accuracy	0.6
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	AUROC	0.526666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	BalancedAccuracy	0.533333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	Brier	0.3888889
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	F1	0.367003367003367
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	FDR	0.625
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	FNR	0.633333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	FPR	0.3
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	MCC	0.0680413817439772
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	MMCE	0.4
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	NPV	0.694444444444444
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	PPV	0.375
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	Precision	0.375
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	Recall	0.366666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	TNR	0.7
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/J48/default	TPR	0.366666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/JRip/default	Accuracy	0.633333333333333
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/JRip/default	AUROC	0.516111111111111
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/JRip/default	BalancedAccuracy	0.527777777777778
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/JRip/default	Brier	0.294200466666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/JRip/default	F1	NA
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/JRip/default	FDR	0.690909090909091
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/JRip/default	FNR	0.666666666666667
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/JRip/default	FPR	0.277777777777778
NoSignal_Both	1	AlgorithmScripts/Classification/arff/weka/JRip/default	MCC	0.0490590354560422
