Description	Iteration	Fold	Algorithm	Metric	Value
NoSignal_Both	1	1	Ensemble_Select_Best	Accuracy	0.577777777777778
NoSignal_Both	1	1	Ensemble_Select_Best	AUROC	0.552271943032813
NoSignal_Both	1	1	Ensemble_Select_Best	BalancedAccuracy	0.480583788192484
NoSignal_Both	1	1	Ensemble_Select_Best	Brier	0.281798310343315
NoSignal_Both	1	1	Ensemble_Select_Best	F1	0.30952380952381
NoSignal_Both	1	1	Ensemble_Select_Best	FDR	0.684407096171802
NoSignal_Both	1	1	Ensemble_Select_Best	FNR	0.691269841269841
NoSignal_Both	1	1	Ensemble_Select_Best	FPR	0.347562582345191
NoSignal_Both	1	1	Ensemble_Select_Best	MCC	-0.0366339552051463
NoSignal_Both	1	1	Ensemble_Select_Best	MMCE	0.422222222222222
NoSignal_Both	1	1	Ensemble_Select_Best	NPV	0.650222965440357
NoSignal_Both	1	1	Ensemble_Select_Best	PPV	0.315592903828198
NoSignal_Both	1	1	Ensemble_Select_Best	Precision	0.315592903828198
NoSignal_Both	1	1	Ensemble_Select_Best	Recall	0.308730158730159
NoSignal_Both	1	1	Ensemble_Select_Best	TNR	0.652437417654809
NoSignal_Both	1	1	Ensemble_Select_Best	TPR	0.308730158730159
NoSignal_Both	1	2	Ensemble_Select_Best	Accuracy	0.577777777777778
NoSignal_Both	1	2	Ensemble_Select_Best	AUROC	0.490333720225025
NoSignal_Both	1	2	Ensemble_Select_Best	BalancedAccuracy	0.510828784741828
NoSignal_Both	1	2	Ensemble_Select_Best	Brier	0.276088027162304
NoSignal_Both	1	2	Ensemble_Select_Best	F1	NA
NoSignal_Both	1	2	Ensemble_Select_Best	FDR	0.717948717948718
NoSignal_Both	1	2	Ensemble_Select_Best	FNR	0.653968253968254
NoSignal_Both	1	2	Ensemble_Select_Best	FPR	0.32437417654809
NoSignal_Both	1	2	Ensemble_Select_Best	MCC	-0.00517231820089954
NoSignal_Both	1	2	Ensemble_Select_Best	MMCE	0.422222222222222
NoSignal_Both	1	2	Ensemble_Select_Best	NPV	0.681749622926094
NoSignal_Both	1	2	Ensemble_Select_Best	PPV	0.282051282051282
NoSignal_Both	1	2	Ensemble_Select_Best	Precision	0.282051282051282
NoSignal_Both	1	2	Ensemble_Select_Best	Recall	0.346031746031746
NoSignal_Both	1	2	Ensemble_Select_Best	TNR	0.67562582345191
NoSignal_Both	1	2	Ensemble_Select_Best	TPR	0.346031746031746
NoSignal_Both	2	1	Ensemble_Select_Best	Accuracy	0.511111111111111
NoSignal_Both	2	1	Ensemble_Select_Best	AUROC	0.548456197586632
NoSignal_Both	2	1	Ensemble_Select_Best	BalancedAccuracy	0.436347167325428
NoSignal_Both	2	1	Ensemble_Select_Best	Brier	0.412964299252263
NoSignal_Both	2	1	Ensemble_Select_Best	F1	NA
NoSignal_Both	2	1	Ensemble_Select_Best	FDR	0.75
NoSignal_Both	2	1	Ensemble_Select_Best	FNR	0.763888888888889
NoSignal_Both	2	1	Ensemble_Select_Best	FPR	0.363416776460255
NoSignal_Both	2	1	Ensemble_Select_Best	MCC	-0.121148930770021
NoSignal_Both	2	1	Ensemble_Select_Best	MMCE	0.488888888888889
NoSignal_Both	2	1	Ensemble_Select_Best	NPV	0.634680134680135
NoSignal_Both	2	1	Ensemble_Select_Best	PPV	0.25
NoSignal_Both	2	1	Ensemble_Select_Best	Precision	0.25
NoSignal_Both	2	1	Ensemble_Select_Best	Recall	0.236111111111111
NoSignal_Both	2	1	Ensemble_Select_Best	TNR	0.636583223539745
NoSignal_Both	2	1	Ensemble_Select_Best	TPR	0.236111111111111
NoSignal_Both	2	2	Ensemble_Select_Best	Accuracy	0.555555555555556
NoSignal_Both	2	2	Ensemble_Select_Best	AUROC	0.434384476232302
NoSignal_Both	2	2	Ensemble_Select_Best	BalancedAccuracy	0.448539745278876
NoSignal_Both	2	2	Ensemble_Select_Best	Brier	0.25767437977972
NoSignal_Both	2	2	Ensemble_Select_Best	F1	NA
NoSignal_Both	2	2	Ensemble_Select_Best	FDR	0.769063180827887
NoSignal_Both	2	2	Ensemble_Select_Best	FNR	0.738888888888889
NoSignal_Both	2	2	Ensemble_Select_Best	FPR	0.36403162055336
NoSignal_Both	2	2	Ensemble_Select_Best	MCC	-0.116482694200974
NoSignal_Both	2	2	Ensemble_Select_Best	MMCE	0.444444444444444
NoSignal_Both	2	2	Ensemble_Select_Best	NPV	0.635531135531135
NoSignal_Both	2	2	Ensemble_Select_Best	PPV	0.230936819172113
NoSignal_Both	2	2	Ensemble_Select_Best	Precision	0.230936819172113
NoSignal_Both	2	2	Ensemble_Select_Best	Recall	0.261111111111111
NoSignal_Both	2	2	Ensemble_Select_Best	TNR	0.63596837944664
NoSignal_Both	2	2	Ensemble_Select_Best	TPR	0.261111111111111
