Description	Iteration	Algorithm	Metric	Value
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	AUROC	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Accuracy	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	BalancedAccuracy	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Brier	0.000104032853451458
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	F1	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FDR	0
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FNR	0
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FPR	0
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	MCC	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	MMCE	0
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	NPV	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	PPV	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Precision	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Recall	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	TNR	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	TPR	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	AUROC	0.99672245756468
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Accuracy	0.969730527870063
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	BalancedAccuracy	0.968712308671311
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Brier	0.0239095363602805
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	F1	0.971527777777778
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FDR	0.0528097494922139
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FNR	0.00285103349964362
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FPR	0.0597243491577335
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	MCC	0.940678410357642
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	MMCE	0.0302694721299372
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	NPV	0.996753246753247
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	PPV	0.947190250507786
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Precision	0.947190250507786
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Recall	0.997148966500356
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	TNR	0.940275650842266
mushroom	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	TPR	0.997148966500356
mushroom	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	AUROC	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Accuracy	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	BalancedAccuracy	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Brier	0.00146983314876338
mushroom	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	F1	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FDR	0
mushroom	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FNR	0
mushroom	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FPR	0
mushroom	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MCC	1
mushroom	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MMCE	0
