Description	Iteration	Algorithm	Metric	Value
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	AUROC	0.835754423392019
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Accuracy	0.93879173290938
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	BalancedAccuracy	0.5
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Brier	0.0521264538950715
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	F1	0.968429684296843
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FDR	0.06120826709062
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FNR	0
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	FPR	1
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	MCC	NA
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	MMCE	0.06120826709062
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	NPV	NA
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	PPV	0.93879173290938
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Precision	0.93879173290938
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	Recall	1
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	TNR	0
sick	1	AlgorithmScripts/Classification/arff/weka/Bagging/default	TPR	1
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	AUROC	0.841142769169865
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Accuracy	0.935612082670906
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	BalancedAccuracy	0.540797475175121
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Brier	0.0528269395866455
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	F1	0.966542750929368
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FDR	0.0564516129032258
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FNR	0.00931414055884843
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	FPR	0.909090909090909
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	MCC	0.164697307290132
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	MMCE	0.0643879173290938
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	NPV	0.388888888888889
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	PPV	0.943548387096774
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Precision	0.943548387096774
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	Recall	0.990685859441152
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	TNR	0.0909090909090909
sick	1	AlgorithmScripts/Classification/arff/weka/BayesNet/default	TPR	0.990685859441152
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	AUROC	0.5
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Accuracy	0.93879173290938
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	BalancedAccuracy	0.5
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Brier	0.0574624419713831
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	F1	0.968429684296843
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FDR	0.06120826709062
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FNR	0
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	FPR	1
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MCC	NA
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	MMCE	0.06120826709062
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	NPV	NA
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	PPV	0.93879173290938
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Precision	0.93879173290938
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	Recall	1
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	TNR	0
sick	1	AlgorithmScripts/Classification/arff/weka/DecisionTable/default	TPR	1
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	AUROC	0.5
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Accuracy	0.93879173290938
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	BalancedAccuracy	0.5
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Brier	0.0574624419713831
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	F1	0.968429684296843
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FDR	0.06120826709062
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FNR	0
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	FPR	1
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	MCC	NA
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	MMCE	0.06120826709062
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	NPV	NA
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	PPV	0.93879173290938
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Precision	0.93879173290938
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	Recall	1
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	TNR	0
sick	1	AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default	TPR	1
sick	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	AUROC	0.560085553735003
sick	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Accuracy	0.93879173290938
sick	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	BalancedAccuracy	0.5
sick	1	AlgorithmScripts/Classification/arff/weka/HyperPipes/default	Brier	0.248140362480127
